scenario,param_panel,param_inverter,param_battery,project_type,region,panel_count,solar_kw,inverter_kw,battery_kwh,pre_tax_total,total_with_tax,subsidy,final_price
极低参数,50,50,100,新建系统,QLD,37,14.52,9.3,28.04,3995.0,4394.5,13821.59376,-9427.09376
极低参数,50,50,100,新建系统,QLD,38,14.96,9.3,28.04,4017.0,4418.7,13963.88448,-9545.18448
极低参数,50,50,100,新建系统,QLD,39,15.4,9.3,28.04,4039.0,4442.9,14106.1752,-9663.2752
极低参数,50,50,100,新建系统,QLD,40,15.84,9.3,28.04,4061.0,4467.1,14248.46592,-9781.36592
极低参数,50,50,100,新建系统,QLD,41,15.84,9.3,28.04,4061.0,4467.1,14248.46592,-9781.36592
极低参数,50,50,100,新建系统,QLD,42,16.28,9.3,28.04,4083.0,4491.3,14390.75664,-9899.45664
极低参数,50,50,100,新建系统,QLD,43,16.72,9.3,28.04,4105.0,4515.5,14533.04736,-10017.54736
极低参数,50,50,100,新建系统,QLD,44,17.16,9.3,28.04,4127.0,4539.7,14675.33808,-10135.63808
极低参数,50,50,100,新建系统,QLD,45,17.6,9.3,28.04,4149.0,4563.9,14817.6288,-10253.7288
极低参数,50,50,100,新建系统,QLD,46,18.04,9.3,28.04,4171.0,4588.1,14959.91952,-10371.81952
极低参数,50,50,100,新建系统,QLD,47,18.48,9.3,28.04,4193.0,4612.3,15102.21024,-10489.910240000001
极低参数,50,50,100,新建系统,QLD,48,18.92,9.3,28.04,4215.0,4636.5,15244.50096,-10608.00096
极低参数,50,50,100,新建系统,QLD,49,19.36,9.3,28.04,4237.0,4660.7,15386.79168,-10726.091680000001
极低参数,50,50,100,新建系统,QLD,50,19.8,9.3,28.04,4259.0,4684.9,15529.0824,-10844.1824
极低参数,50,50,100,新建系统,QLD,51,19.8,9.3,28.04,4259.0,4684.9,15529.0824,-10844.1824
极低参数,50,50,100,新建系统,QLD,52,20.24,19.5,50.32,7019.0,7720.9,22964.37312,-15243.47312
极低参数,50,50,100,新建系统,QLD,53,20.68,19.5,50.32,7041.0,7745.1,23106.66384,-15361.56384
极低参数,50,50,100,新建系统,QLD,54,21.12,19.5,50.32,7063.0,7769.3,23248.95456,-15479.654559999999
极低参数,50,50,100,新建系统,QLD,55,21.56,19.5,50.32,7085.0,7793.5,23391.24528,-15597.74528
极低参数,50,50,100,新建系统,QLD,56,22.0,19.5,50.32,7107.0,7817.7,23533.536,-15715.836
极低参数,50,50,100,新建系统,QLD,57,22.44,19.5,50.32,7129.0,7841.9,23675.82672,-15833.926720000001
极低参数,50,50,100,新建系统,QLD,58,22.88,19.5,50.32,7151.0,7866.1,23818.117439999998,-15952.017439999998
极低参数,50,50,100,新建系统,QLD,59,23.32,19.5,50.32,7173.0,7890.3,23960.40816,-16070.10816
极低参数,50,50,100,新建系统,QLD,60,23.76,19.5,50.32,7195.0,7914.5,24102.69888,-16188.19888
极低参数,50,50,100,新建系统,QLD,61,23.76,19.5,50.32,7195.0,7914.5,24102.69888,-16188.19888
极低参数,50,50,100,新建系统,QLD,62,24.2,19.5,50.32,7217.0,7938.7,24244.989599999997,-16306.289599999996
极低参数,50,50,100,新建系统,QLD,63,24.64,19.5,50.32,7239.0,7962.9,24387.280319999998,-16424.380319999997
极低参数,50,50,100,新建系统,QLD,64,25.080000000000002,19.5,50.32,7261.0,7987.1,24529.57104,-16542.471039999997
极低参数,50,50,100,新建系统,QLD,65,25.52,19.5,50.32,7283.0,8011.3,24671.86176,-16660.56176
极低参数,50,50,100,新建系统,QLD,66,25.96,19.5,50.32,7305.0,8035.5,24814.152479999997,-16778.652479999997
极低参数,50,50,100,新建系统,QLD,67,26.4,19.5,50.32,7327.0,8059.7,24956.443199999998,-16896.743199999997
极低参数,50,50,100,新建系统,QLD,68,26.84,19.5,50.32,7349.0,8083.9,25098.73392,-17014.833919999997
极低参数,50,50,100,新建系统,QLD,69,27.28,19.5,50.32,7371.0,8108.1,25241.02464,-17132.924639999997
极低参数,50,50,100,新建系统,QLD,70,27.72,19.5,50.32,7393.0,8132.3,25383.31536,-17251.01536
极低参数,50,50,100,新建系统,QLD,71,27.72,19.5,50.32,7393.0,8132.3,25383.31536,-17251.01536
极低参数,50,50,100,新建系统,QLD,72,28.16,19.5,50.32,7415.0,8156.5,25525.606079999998,-17369.106079999998
极低参数,50,50,100,新建系统,QLD,73,28.6,19.5,50.32,7437.0,8180.7,25667.896800000002,-17487.1968
极低参数,50,50,100,新建系统,QLD,74,29.04,19.5,50.32,7459.0,8204.9,25810.18752,-17605.287519999998
极低参数,50,50,100,新建系统,QLD,75,29.48,19.5,50.32,7481.0,8229.1,25952.47824,-17723.37824
极低参数,50,50,100,新建系统,QLD,76,29.92,19.5,50.32,7503.0,8253.3,26094.76896,-17841.468960000002
极低参数,50,50,100,新建系统,QLD,77,30.36,19.5,50.32,7525.0,8277.5,26237.05968,-17959.55968
极低参数,50,50,100,新建系统,QLD,78,30.8,19.5,50.32,7547.0,8301.7,26379.3504,-18077.6504
极低参数,50,50,100,新建系统,QLD,79,31.24,19.5,50.32,7569.0,8325.9,26521.64112,-18195.74112
极低参数,50,50,100,新建系统,QLD,80,31.68,19.5,50.32,7591.0,8350.1,26663.93184,-18313.83184
极低参数,50,50,100,新建系统,QLD,81,31.68,19.5,50.32,7591.0,8350.1,26663.93184,-18313.83184
极低参数,50,50,100,新建系统,QLD,82,32.12,19.5,50.32,7613.0,8374.3,26806.22256,-18431.92256
极低参数,50,50,100,新建系统,QLD,83,32.56,19.5,50.32,7635.0,8398.5,26948.51328,-18550.01328
极低参数,50,50,100,新建系统,QLD,84,33.0,19.5,50.32,7657.0,8422.7,27090.803999999996,-18668.103999999996
极低参数,50,50,100,新建系统,QLD,85,33.44,19.5,50.32,7679.0,8446.9,27233.09472,-18786.19472
极低参数,50,50,100,新建系统,QLD,86,33.88,19.5,50.32,7701.0,8471.1,27375.38544,-18904.28544
极低参数,50,50,100,新建系统,QLD,87,34.32,19.5,50.32,7723.0,8495.3,27517.67616,-19022.37616
极低参数,50,50,100,新建系统,QLD,88,34.76,19.5,50.32,7745.0,8519.5,27659.96688,-19140.46688
极低参数,50,50,100,新建系统,QLD,89,35.2,19.5,50.32,7767.0,8543.7,27802.2576,-19258.5576
极低参数,50,50,100,新建系统,QLD,90,35.64,19.5,50.32,7789.0,8567.9,27944.548319999998,-19376.64832
极低参数,50,50,100,新建系统,QLD,91,35.64,19.5,50.32,7789.0,8567.9,27944.548319999998,-19376.64832
极低参数,50,50,100,新建系统,QLD,92,36.08,19.5,50.32,7811.0,8592.1,28086.83904,-19494.73904
极低参数,50,50,100,新建系统,QLD,93,36.52,19.5,50.32,7833.0,8616.3,28229.12976,-19612.82976
极低参数,50,50,100,新建系统,QLD,94,36.96,19.5,50.32,7855.0,8640.5,28371.42048,-19730.92048
极低参数,50,50,100,新建系统,QLD,95,37.4,19.5,50.32,7877.0,8664.7,28513.711199999998,-19849.011199999997
极低参数,50,50,100,新建系统,QLD,96,37.84,19.5,50.32,7899.0,8688.9,28656.00192,-19967.10192
极低参数,50,50,100,新建系统,QLD,97,38.28,19.5,50.32,7921.0,8713.1,28798.29264,-20085.19264
极低参数,50,50,100,新建系统,QLD,98,38.72,19.5,50.32,7943.0,8737.3,28940.58336,-20203.28336
极低参数,50,50,100,新建系统,QLD,99,39.160000000000004,19.5,50.32,7965.0,8761.5,29082.87408,-20321.37408
极低参数,50,50,100,新建系统,QLD,100,39.6,19.5,50.32,7987.0,8785.7,29225.1648,-20439.464799999998
极低参数,50,50,100,新建系统,SA,1,0.0,19.5,50.32,6007.0,6607.7,16419.0,-9811.3
极低参数,50,50,100,新建系统,SA,2,0.44,8,22.44,2666.0,2932.6,7435.29072,-4502.6907200000005
极低参数,50,50,100,新建系统,SA,3,0.88,8,22.44,2688.0,2956.8,7577.58144,-4620.78144
极低参数,50,50,100,新建系统,SA,4,1.32,8,22.44,2710.0,2981.0,7719.87216,-4738.87216
极低参数,50,50,100,新建系统,SA,5,1.76,8,22.44,2732.0,3005.2,7862.16288,-4856.96288
极低参数,50,50,100,新建系统,SA,6,2.2,8,22.44,2754.0,3029.4,8004.4536,-4975.053599999999
极低参数,50,50,100,新建系统,SA,7,2.64,8,22.44,2776.0,3053.6,8146.74432,-5093.144319999999
极低参数,50,50,100,新建系统,SA,8,3.08,8,22.44,2798.0,3077.8,8289.035039999999,-5211.235039999999
极低参数,50,50,100,新建系统,SA,9,3.52,8,22.44,2820.0,3102.0,8431.32576,-5329.32576
极低参数,50,50,100,新建系统,SA,10,3.96,8,22.44,2842.0,3126.2,8573.61648,-5447.416480000001
极低参数,50,50,100,新建系统,SA,11,3.96,8,22.44,2842.0,3126.2,8573.61648,-5447.416480000001
极低参数,50,50,100,新建系统,SA,12,4.4,8,22.44,2864.0,3150.4,8715.9072,-5565.5072
极低参数,50,50,100,新建系统,SA,13,4.84,8,22.44,2886.0,3174.6,8858.19792,-5683.59792
极低参数,50,50,100,新建系统,SA,14,5.28,9.6,22.22,2966.0,3262.6,8961.48864,-5698.888639999999
极低参数,50,50,100,新建系统,SA,15,5.72,9.6,22.22,2988.0,3286.8,9103.77936,-5816.97936
极低参数,50,50,100,新建系统,SA,16,6.16,9.6,22.22,3010.0,3311.0,9246.07008,-5935.0700799999995
极低参数,50,50,100,新建系统,SA,17,6.6,9.6,22.22,3032.0,3335.2,9388.360799999999,-6053.160799999999
极低参数,50,50,100,新建系统,SA,18,7.04,9.6,22.22,3054.0,3359.4,9530.65152,-6171.25152
极低参数,50,50,100,新建系统,SA,19,7.48,9.6,22.22,3076.0,3383.6,9672.94224,-6289.34224
极低参数,50,50,100,新建系统,SA,20,7.92,9.99,29.33,3828.5,4211.35,12116.232960000001,-7904.882960000001
极低参数,50,50,100,新建系统,SA,21,7.92,9.99,29.33,3828.5,4211.35,12116.232960000001,-7904.882960000001
极低参数,50,50,100,新建系统,SA,22,8.36,9.99,29.33,3850.5,4235.55,12258.52368,-8022.97368
极低参数,50,50,100,新建系统,SA,23,8.8,9.99,29.33,3872.5,4259.75,12400.8144,-8141.064399999999
极低参数,50,50,100,新建系统,SA,24,9.24,9.99,29.33,3894.5,4283.95,12543.10512,-8259.15512
极低参数,50,50,100,新建系统,SA,25,9.68,9.99,29.33,3916.5,4308.15,12685.395840000001,-8377.245840000001
极低参数,50,50,100,新建系统,SA,26,10.12,9.99,29.33,3938.5,4332.35,12827.68656,-8495.33656
极低参数,50,50,100,新建系统,SA,27,10.56,9.99,29.33,3960.5,4356.55,12969.97728,-8613.42728
极低参数,50,50,100,新建系统,SA,28,11.0,9.99,29.33,3982.5,4380.75,13112.268,-8731.518
极低参数,50,50,100,新建系统,SA,29,11.44,9.99,29.33,4004.5,4404.95,13254.558719999999,-8849.60872
极低参数,50,50,100,新建系统,SA,30,11.88,9.99,29.33,4026.5,4429.15,13396.84944,-8967.69944
极低参数,50,50,100,新建系统,SA,31,11.88,9.99,29.33,4026.5,4429.15,13396.84944,-8967.69944
极低参数,50,50,100,新建系统,SA,32,12.32,9.3,28.04,3885.0,4273.5,13110.140159999999,-8836.640159999999
极低参数,50,50,100,新建系统,SA,33,12.76,9.3,28.04,3907.0,4297.7,13252.43088,-8954.73088
极低参数,50,50,100,新建系统,SA,34,13.2,9.3,28.04,3929.0,4321.9,13394.721599999999,-9072.8216
极低参数,50,50,100,新建系统,SA,35,13.64,9.3,28.04,3951.0,4346.1,13537.01232,-9190.91232
极低参数,50,50,100,新建系统,SA,36,14.08,9.3,28.04,3973.0,4370.3,13679.303039999999,-9309.00304
极低参数,50,50,100,新建系统,SA,37,14.52,9.3,28.04,3995.0,4394.5,13821.59376,-9427.09376
极低参数,50,50,100,新建系统,SA,38,14.96,9.3,28.04,4017.0,4418.7,13963.88448,-9545.18448
极低参数,50,50,100,新建系统,SA,39,15.4,9.3,28.04,4039.0,4442.9,14106.1752,-9663.2752
极低参数,50,50,100,新建系统,SA,40,15.84,9.3,28.04,4061.0,4467.1,14248.46592,-9781.36592
极低参数,50,50,100,新建系统,SA,41,15.84,9.3,28.04,4061.0,4467.1,14248.46592,-9781.36592
极低参数,50,50,100,新建系统,SA,42,16.28,9.3,28.04,4083.0,4491.3,14390.75664,-9899.45664
极低参数,50,50,100,新建系统,SA,43,16.72,9.3,28.04,4105.0,4515.5,14533.04736,-10017.54736
极低参数,50,50,100,新建系统,SA,44,17.16,9.3,28.04,4127.0,4539.7,14675.33808,-10135.63808
极低参数,50,50,100,新建系统,SA,45,17.6,9.3,28.04,4149.0,4563.9,14817.6288,-10253.7288
极低参数,50,50,100,新建系统,SA,46,18.04,9.3,28.04,4171.0,4588.1,14959.91952,-10371.81952
极低参数,50,50,100,新建系统,SA,47,18.48,9.3,28.04,4193.0,4612.3,15102.21024,-10489.910240000001
极低参数,50,50,100,新建系统,SA,48,18.92,9.3,28.04,4215.0,4636.5,15244.50096,-10608.00096
极低参数,50,50,100,新建系统,SA,49,19.36,9.3,28.04,4237.0,4660.7,15386.79168,-10726.091680000001
极低参数,50,50,100,新建系统,SA,50,19.8,9.3,28.04,4259.0,4684.9,15529.0824,-10844.1824
极低参数,50,50,100,新建系统,SA,51,19.8,9.3,28.04,4259.0,4684.9,15529.0824,-10844.1824
极低参数,50,50,100,新建系统,SA,52,20.24,19.5,50.32,7019.0,7720.9,22964.37312,-15243.47312
极低参数,50,50,100,新建系统,SA,53,20.68,19.5,50.32,7041.0,7745.1,23106.66384,-15361.56384
极低参数,50,50,100,新建系统,SA,54,21.12,19.5,50.32,7063.0,7769.3,23248.95456,-15479.654559999999
极低参数,50,50,100,新建系统,SA,55,21.56,19.5,50.32,7085.0,7793.5,23391.24528,-15597.74528
极低参数,50,50,100,新建系统,SA,56,22.0,19.5,50.32,7107.0,7817.7,23533.536,-15715.836
极低参数,50,50,100,新建系统,SA,57,22.44,19.5,50.32,7129.0,7841.9,23675.82672,-15833.926720000001
极低参数,50,50,100,新建系统,SA,58,22.88,19.5,50.32,7151.0,7866.1,23818.117439999998,-15952.017439999998
极低参数,50,50,100,新建系统,SA,59,23.32,19.5,50.32,7173.0,7890.3,23960.40816,-16070.10816
极低参数,50,50,100,新建系统,SA,60,23.76,19.5,50.32,7195.0,7914.5,24102.69888,-16188.19888
极低参数,50,50,100,新建系统,SA,61,23.76,19.5,50.32,7195.0,7914.5,24102.69888,-16188.19888
极低参数,50,50,100,新建系统,SA,62,24.2,19.5,50.32,7217.0,7938.7,24244.989599999997,-16306.289599999996
极低参数,50,50,100,新建系统,SA,63,24.64,19.5,50.32,7239.0,7962.9,24387.280319999998,-16424.380319999997
极低参数,50,50,100,新建系统,SA,64,25.080000000000002,19.5,50.32,7261.0,7987.1,24529.57104,-16542.471039999997
极低参数,50,50,100,新建系统,SA,65,25.52,19.5,50.32,7283.0,8011.3,24671.86176,-16660.56176
极低参数,50,50,100,新建系统,SA,66,25.96,19.5,50.32,7305.0,8035.5,24814.152479999997,-16778.652479999997
极低参数,50,50,100,新建系统,SA,67,26.4,19.5,50.32,7327.0,8059.7,24956.443199999998,-16896.743199999997
极低参数,50,50,100,新建系统,SA,68,26.84,19.5,50.32,7349.0,8083.9,25098.73392,-17014.833919999997
极低参数,50,50,100,新建系统,SA,69,27.28,19.5,50.32,7371.0,8108.1,25241.02464,-17132.924639999997
极低参数,50,50,100,新建系统,SA,70,27.72,19.5,50.32,7393.0,8132.3,25383.31536,-17251.01536
极低参数,50,50,100,新建系统,SA,71,27.72,19.5,50.32,7393.0,8132.3,25383.31536,-17251.01536
极低参数,50,50,100,新建系统,SA,72,28.16,19.5,50.32,7415.0,8156.5,25525.606079999998,-17369.106079999998
极低参数,50,50,100,新建系统,SA,73,28.6,19.5,50.32,7437.0,8180.7,25667.896800000002,-17487.1968
极低参数,50,50,100,新建系统,SA,74,29.04,19.5,50.32,7459.0,8204.9,25810.18752,-17605.287519999998
极低参数,50,50,100,新建系统,SA,75,29.48,19.5,50.32,7481.0,8229.1,25952.47824,-17723.37824
极低参数,50,50,100,新建系统,SA,76,29.92,19.5,50.32,7503.0,8253.3,26094.76896,-17841.468960000002
极低参数,50,50,100,新建系统,SA,77,30.36,19.5,50.32,7525.0,8277.5,26237.05968,-17959.55968
极低参数,50,50,100,新建系统,SA,78,30.8,19.5,50.32,7547.0,8301.7,26379.3504,-18077.6504
极低参数,50,50,100,新建系统,SA,79,31.24,19.5,50.32,7569.0,8325.9,26521.64112,-18195.74112
极低参数,50,50,100,新建系统,SA,80,31.68,19.5,50.32,7591.0,8350.1,26663.93184,-18313.83184
极低参数,50,50,100,新建系统,SA,81,31.68,19.5,50.32,7591.0,8350.1,26663.93184,-18313.83184
极低参数,50,50,100,新建系统,SA,82,32.12,19.5,50.32,7613.0,8374.3,26806.22256,-18431.92256
极低参数,50,50,100,新建系统,SA,83,32.56,19.5,50.32,7635.0,8398.5,26948.51328,-18550.01328
极低参数,50,50,100,新建系统,SA,84,33.0,19.5,50.32,7657.0,8422.7,27090.803999999996,-18668.103999999996
极低参数,50,50,100,新建系统,SA,85,33.44,19.5,50.32,7679.0,8446.9,27233.09472,-18786.19472
极低参数,50,50,100,新建系统,SA,86,33.88,19.5,50.32,7701.0,8471.1,27375.38544,-18904.28544
极低参数,50,50,100,新建系统,SA,87,34.32,19.5,50.32,7723.0,8495.3,27517.67616,-19022.37616
极低参数,50,50,100,新建系统,SA,88,34.76,19.5,50.32,7745.0,8519.5,27659.96688,-19140.46688
极低参数,50,50,100,新建系统,SA,89,35.2,19.5,50.32,7767.0,8543.7,27802.2576,-19258.5576
极低参数,50,50,100,新建系统,SA,90,35.64,19.5,50.32,7789.0,8567.9,27944.548319999998,-19376.64832
极低参数,50,50,100,新建系统,SA,91,35.64,19.5,50.32,7789.0,8567.9,27944.548319999998,-19376.64832
极低参数,50,50,100,新建系统,SA,92,36.08,19.5,50.32,7811.0,8592.1,28086.83904,-19494.73904
极低参数,50,50,100,新建系统,SA,93,36.52,19.5,50.32,7833.0,8616.3,28229.12976,-19612.82976
极低参数,50,50,100,新建系统,SA,94,36.96,19.5,50.32,7855.0,8640.5,28371.42048,-19730.92048
极低参数,50,50,100,新建系统,SA,95,37.4,19.5,50.32,7877.0,8664.7,28513.711199999998,-19849.011199999997
极低参数,50,50,100,新建系统,SA,96,37.84,19.5,50.32,7899.0,8688.9,28656.00192,-19967.10192
极低参数,50,50,100,新建系统,SA,97,38.28,19.5,50.32,7921.0,8713.1,28798.29264,-20085.19264
极低参数,50,50,100,新建系统,SA,98,38.72,19.5,50.32,7943.0,8737.3,28940.58336,-20203.28336
极低参数,50,50,100,新建系统,SA,99,39.160000000000004,19.5,50.32,7965.0,8761.5,29082.87408,-20321.37408
极低参数,50,50,100,新建系统,SA,100,39.6,19.5,50.32,7987.0,8785.7,29225.1648,-20439.464799999998
极低参数,50,50,100,新建系统,WA,1,0.0,19.5,50.32,6007.0,6607.7,16419.0,-9811.3
极低参数,50,50,100,新建系统,WA,2,0.44,8,22.44,2666.0,2932.6,7435.29072,-4502.6907200000005
极低参数,50,50,100,新建系统,WA,3,0.88,8,22.44,2688.0,2956.8,7577.58144,-4620.78144
极低参数,50,50,100,新建系统,WA,4,1.32,8,22.44,2710.0,2981.0,7719.87216,-4738.87216
极低参数,50,50,100,新建系统,WA,5,1.76,8,22.44,2732.0,3005.2,7862.16288,-4856.96288
极低参数,50,50,100,新建系统,WA,6,2.2,8,22.44,2754.0,3029.4,8004.4536,-4975.053599999999
极低参数,50,50,100,新建系统,WA,7,2.64,8,22.44,2776.0,3053.6,8146.74432,-5093.144319999999
极低参数,50,50,100,新建系统,WA,8,3.08,8,22.44,2798.0,3077.8,8289.035039999999,-5211.235039999999
极低参数,50,50,100,新建系统,WA,9,3.52,8,22.44,2820.0,3102.0,8431.32576,-5329.32576
极低参数,50,50,100,新建系统,WA,10,3.96,8,22.44,2842.0,3126.2,8573.61648,-5447.416480000001
极低参数,50,50,100,新建系统,WA,11,3.96,8,22.44,2842.0,3126.2,8573.61648,-5447.416480000001
极低参数,50,50,100,新建系统,WA,12,4.4,8,22.44,2864.0,3150.4,8715.9072,-5565.5072
极低参数,50,50,100,新建系统,WA,13,4.84,8,22.44,2886.0,3174.6,8858.19792,-5683.59792
极低参数,50,50,100,新建系统,WA,14,5.28,9.6,22.22,2966.0,3262.6,8961.48864,-5698.888639999999
极低参数,50,50,100,新建系统,WA,15,5.72,9.6,22.22,2988.0,3286.8,9103.77936,-5816.97936
极低参数,50,50,100,新建系统,WA,16,6.16,9.6,22.22,3010.0,3311.0,9246.07008,-5935.0700799999995
极低参数,50,50,100,新建系统,WA,17,6.6,9.6,22.22,3032.0,3335.2,9388.360799999999,-6053.160799999999
极低参数,50,50,100,新建系统,WA,18,7.04,9.6,22.22,3054.0,3359.4,9530.65152,-6171.25152
极低参数,50,50,100,新建系统,WA,19,7.48,9.6,22.22,3076.0,3383.6,9672.94224,-6289.34224
极低参数,50,50,100,新建系统,WA,20,7.92,9.99,29.33,3828.5,4211.35,12116.232960000001,-7904.882960000001
极低参数,50,50,100,新建系统,WA,21,7.92,9.99,29.33,3828.5,4211.35,12116.232960000001,-7904.882960000001
极低参数,50,50,100,新建系统,WA,22,8.36,9.99,29.33,3850.5,4235.55,12258.52368,-8022.97368
极低参数,50,50,100,新建系统,WA,23,8.8,9.99,29.33,3872.5,4259.75,12400.8144,-8141.064399999999
极低参数,50,50,100,新建系统,WA,24,9.24,9.99,29.33,3894.5,4283.95,12543.10512,-8259.15512
极低参数,50,50,100,新建系统,WA,25,9.68,9.99,29.33,3916.5,4308.15,12685.395840000001,-8377.245840000001
极低参数,50,50,100,新建系统,WA,26,10.12,9.99,29.33,3938.5,4332.35,12827.68656,-8495.33656
极低参数,50,50,100,新建系统,WA,27,10.56,9.99,29.33,3960.5,4356.55,12969.97728,-8613.42728
极低参数,50,50,100,新建系统,WA,28,11.0,9.99,29.33,3982.5,4380.75,13112.268,-8731.518
极低参数,50,50,100,新建系统,WA,29,11.44,9.99,29.33,4004.5,4404.95,13254.558719999999,-8849.60872
极低参数,50,50,100,新建系统,WA,30,11.88,9.99,29.33,4026.5,4429.15,13396.84944,-8967.69944
极低参数,50,50,100,新建系统,WA,31,11.88,9.99,29.33,4026.5,4429.15,13396.84944,-8967.69944
极低参数,50,50,100,新建系统,WA,32,12.32,9.3,28.04,3885.0,4273.5,13110.140159999999,-8836.640159999999
极低参数,50,50,100,新建系统,WA,33,12.76,9.3,28.04,3907.0,4297.7,13252.43088,-8954.73088
极低参数,50,50,100,新建系统,WA,34,13.2,9.3,28.04,3929.0,4321.9,13394.721599999999,-9072.8216
极低参数,50,50,100,新建系统,WA,35,13.64,9.3,28.04,3951.0,4346.1,13537.01232,-9190.91232
极低参数,50,50,100,新建系统,WA,36,14.08,9.3,28.04,3973.0,4370.3,13679.303039999999,-9309.00304
极低参数,50,50,100,新建系统,WA,37,14.52,9.3,28.04,3995.0,4394.5,13821.59376,-9427.09376
极低参数,50,50,100,新建系统,WA,38,14.96,9.3,28.04,4017.0,4418.7,13963.88448,-9545.18448
极低参数,50,50,100,新建系统,WA,39,15.4,9.3,28.04,4039.0,4442.9,14106.1752,-9663.2752
极低参数,50,50,100,新建系统,WA,40,15.84,9.3,28.04,4061.0,4467.1,14248.46592,-9781.36592
极低参数,50,50,100,新建系统,WA,41,15.84,9.3,28.04,4061.0,4467.1,14248.46592,-9781.36592
