项目类型,屋顶理论最大面板数量,方案,实际面板数量,光伏容量kW,逆变器功率kW,电池可用容量kWh,电池标称容量kWh,面板报价AUD,逆变器报价AUD,电池报价AUD,税前整体报价AUD,GST税费AUD,含税报价AUD,STC_PV补贴AUD,STC电池补贴AUD,VIC州补贴AUD,VIC州无息贷款AUD,NSW_VPP补贴AUD,补贴总计AUD,最终报价AUD,展示下限AUD,展示上限AUD,系统单价AUD每W,扣除电池后单价AUD每W
"储能扩容","85","A","59","25.96","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.2119","0.1677"
"储能扩容","85","B","59","25.96","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","1.0110","0.1397"
"储能扩容","85","C","59","25.96","17.4","22.85","25.39","0.00","0.00","21960.71","21960.71","2196.07","24156.78","0.00","8268.00","0.00","0.00","0.00","8268.00","15888.78","15094.34","16683.22","0.6120","0.0846"
"储能扩容","86","A","60","26.40","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.1917","0.1649"
"储能扩容","86","B","60","26.40","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","0.9942","0.1374"
"储能扩容","86","C","60","26.40","17.6","23.24","25.82","0.00","0.00","22332.92","22332.92","2233.29","24566.22","0.00","8424.00","0.00","0.00","0.00","8424.00","16142.22","15335.11","16949.33","0.6114","0.0846"
"储能扩容","87","A","60","26.40","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.1917","0.1649"
"储能扩容","87","B","60","26.40","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","0.9942","0.1374"
"储能扩容","87","C","60","26.40","17.6","23.24","25.82","0.00","0.00","22332.92","22332.92","2233.29","24566.22","0.00","8424.00","0.00","0.00","0.00","8424.00","16142.22","15335.11","16949.33","0.6114","0.0846"
"储能扩容","88","A","61","26.84","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.1721","0.1622"
"储能扩容","88","B","61","26.84","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","0.9779","0.1351"
"储能扩容","88","C","61","26.84","17.9","23.62","26.25","0.00","0.00","22705.14","22705.14","2270.51","24975.65","0.00","8541.00","0.00","0.00","0.00","8541.00","16434.65","15612.92","17256.39","0.6123","0.0846"
"储能扩容","89","A","62","27.28","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.1532","0.1596"
"储能扩容","89","B","62","27.28","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","0.9621","0.1330"
"储能扩容","89","C","62","27.28","18.2","24.01","26.68","0.00","0.00","23077.35","23077.35","2307.74","25385.09","0.00","8697.00","0.00","0.00","0.00","8697.00","16688.09","15853.69","17522.49","0.6117","0.0846"
"储能扩容","90","A","62","27.28","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.1532","0.1596"
"储能扩容","90","B","62","27.28","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","0.9621","0.1330"
"储能扩容","90","C","62","27.28","18.2","24.01","26.68","0.00","0.00","23077.35","23077.35","2307.74","25385.09","0.00","8697.00","0.00","0.00","0.00","8697.00","16688.09","15853.69","17522.49","0.6117","0.0846"
"储能扩容","91","A","63","27.72","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.1349","0.1570"
"储能扩容","91","B","63","27.72","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","0.9468","0.1308"
"储能扩容","91","C","63","27.72","18.5","24.40","27.11","0.00","0.00","23449.57","23449.57","2344.96","25794.53","0.00","8814.00","0.00","0.00","0.00","8814.00","16980.53","16131.50","17829.55","0.6126","0.0846"
"储能扩容","92","A","64","28.16","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.1172","0.1546"
"储能扩容","92","B","64","28.16","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","0.9320","0.1288"
"储能扩容","92","C","64","28.16","18.8","24.79","27.54","0.00","0.00","23821.79","23821.79","2382.18","26203.96","0.00","8970.00","0.00","0.00","0.00","8970.00","17233.96","16372.27","18095.66","0.6120","0.0846"
"储能扩容","93","A","65","28.60","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.1000","0.1522"
"储能扩容","93","B","65","28.60","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","0.9177","0.1268"
"储能扩容","93","C","65","28.60","19.1","25.17","27.97","0.00","0.00","24194.00","24194.00","2419.40","26613.40","0.00","9126.00","0.00","0.00","0.00","9126.00","17487.40","16613.03","18361.77","0.6114","0.0846"
"储能扩容","94","A","65","28.60","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.1000","0.1522"
"储能扩容","94","B","65","28.60","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","0.9177","0.1268"
"储能扩容","94","C","65","28.60","19.1","25.17","27.97","0.00","0.00","24194.00","24194.00","2419.40","26613.40","0.00","9126.00","0.00","0.00","0.00","9126.00","17487.40","16613.03","18361.77","0.6114","0.0846"
"储能扩容","95","A","66","29.04","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.0833","0.1499"
"储能扩容","95","B","66","29.04","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","0.9038","0.1249"
"储能扩容","95","C","66","29.04","19.4","25.56","28.40","0.00","0.00","24566.22","24566.22","2456.62","27022.84","0.00","9243.00","0.00","0.00","0.00","9243.00","17779.84","16890.85","18668.83","0.6123","0.0846"
"储能扩容","96","A","67","29.48","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.0672","0.1476"
"储能扩容","96","B","67","29.48","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","0.8903","0.1230"
"储能扩容","96","C","67","29.48","19.7","25.95","28.83","0.00","0.00","24938.43","24938.43","2493.84","27432.27","0.00","9399.00","0.00","0.00","0.00","9399.00","18033.27","17131.61","18934.94","0.6117","0.0846"
"储能扩容","97","A","67","29.48","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.0672","0.1476"
"储能扩容","97","B","67","29.48","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","0.8903","0.1230"
"储能扩容","97","C","67","29.48","19.7","25.95","28.83","0.00","0.00","24938.43","24938.43","2493.84","27432.27","0.00","9399.00","0.00","0.00","0.00","9399.00","18033.27","17131.61","18934.94","0.6117","0.0846"
"储能扩容","98","A","68","29.92","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.0515","0.1455"
"储能扩容","98","B","68","29.92","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","0.8772","0.1212"
"储能扩容","98","C","68","29.92","20","26.33","29.26","0.00","0.00","25310.65","25310.65","2531.06","27841.71","0.00","9516.00","0.00","0.00","0.00","9516.00","18325.71","17409.43","19242.00","0.6125","0.0846"
"储能扩容","99","A","69","30.36","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.0362","0.1434"
"储能扩容","99","B","69","30.36","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","0.8645","0.1195"
"储能扩容","99","C","69","30.36","20.3","26.72","29.69","0.00","0.00","25682.86","25682.86","2568.29","28251.15","0.00","9672.00","0.00","0.00","0.00","9672.00","18579.15","17650.19","19508.11","0.6120","0.0846"
"储能扩容","100","A","70","30.80","19.5","45.29","50.32","0.00","0.00","43526.80","43526.80","4352.68","47879.48","0.00","16419.00","0.00","0.00","0.00","16419.00","31460.48","29887.46","33033.50","1.0214","0.1413"
"储能扩容","100","B","70","30.80","15","37.74","41.93","0.00","0.00","36269.45","36269.45","3626.94","39896.39","0.00","13650.00","0.00","0.00","0.00","13650.00","26246.39","24934.08","27558.71","0.8522","0.1178"
"储能扩容","100","C","70","30.80","20.6","27.11","30.12","0.00","0.00","26055.08","26055.08","2605.51","28660.59","0.00","9828.00","0.00","0.00","0.00","9828.00","18832.59","17890.96","19774.21","0.6114","0.0846"
