house_id	panels	pv_kw	TAS_surplus_kwh_day	TAS_A_kwh	TAS_B_kwh	TAS_C_kwh	VIC_surplus_kwh_day	VIC_A_kwh	VIC_B_kwh	VIC_C_kwh	NSW_surplus_kwh_day	NSW_A_kwh	NSW_B_kwh	NSW_C_kwh	SA_surplus_kwh_day	SA_A_kwh	SA_B_kwh	SA_C_kwh	QLD_surplus_kwh_day	QLD_A_kwh	QLD_B_kwh	QLD_C_kwh	ACT_surplus_kwh_day	ACT_A_kwh	ACT_B_kwh	ACT_C_kwh	NT_surplus_kwh_day	NT_A_kwh	NT_B_kwh	NT_C_kwh	WA_surplus_kwh_day	WA_A_kwh	WA_B_kwh	WA_C_kwh
4042	3	1.32	0.00	24.6	7.9	7.9	0.00	16.5	5.3	5.3	0.00	19.1	7.1	7.1	0.00	17.6	6.6	6.6	0.00	13.0	5.5	5.5	0.00	22.5	9.0	9.0	0.00	22.9	9.7	9.7	0.00	17.5	7.4	7.4
4043	18	7.92	6.55	24.6	7.9	7.9	10.62	16.5	6.2	5.3	11.61	19.1	7.1	7.1	13.42	17.6	7.8	6.6	14.50	13.6	8.5	5.5	13.63	22.5	9.0	9.0	10.02	22.9	9.7	9.7	12.95	17.5	7.6	7.4
4044	28	12.32	16.18	24.6	9.5	7.9	21.32	19.9	12.5	5.3	23.47	22.0	13.7	7.1	26.21	24.5	15.3	6.6	27.47	25.7	16.1	5.5	26.04	24.4	15.2	9.0	22.57	22.9	13.2	9.7	26.08	24.4	15.2	7.4
4045	43	18.92	31.81	29.8	18.6	7.9	38.03	35.6	22.2	5.3	42.14	39.4	24.6	7.1	46.00	43.0	26.9	6.6	47.32	44.3	27.7	5.5	45.94	43.0	26.9	9.0	42.72	40.0	25.0	9.7	46.71	43.7	27.3	7.4
4046	33	14.52	21.21	24.6	12.4	7.9	26.87	25.1	15.7	5.3	29.64	27.7	17.3	7.1	32.78	30.7	19.2	6.6	34.08	31.9	19.9	5.5	32.68	30.6	19.1	9.0	29.15	27.3	17.0	9.7	32.86	30.7	19.2	7.4
4047	54	23.76	43.69	40.9	25.5	7.9	50.62	47.4	29.6	5.3	55.99	50.0	32.7	7.1	60.64	50.0	35.5	6.6	62.16	50.0	36.4	5.5	60.66	50.0	35.5	9.0	57.95	50.0	33.9	9.7	61.94	50.0	36.2	7.4
4048	47	20.68	36.13	33.8	21.1	7.9	42.56	39.8	24.9	5.3	47.18	44.1	27.6	7.1	51.29	48.0	30.0	6.6	52.72	49.3	30.8	5.5	51.25	47.9	30.0	9.0	48.25	45.1	28.2	9.7	52.25	48.9	30.6	7.4
4049	20	8.80	8.37	24.6	7.9	7.9	12.65	16.5	7.4	5.3	13.88	19.1	8.1	7.1	15.90	17.6	9.3	6.6	17.05	16.0	10.0	5.5	16.06	22.5	9.4	9.0	12.51	22.9	9.7	9.7	15.45	17.5	9.0	7.4
4050	7	3.08	0.00	24.6	7.9	7.9	0.61	16.5	5.3	5.3	0.54	19.1	7.1	7.1	0.96	17.6	6.6	6.6	1.76	13.0	5.5	5.5	1.42	22.5	9.0	9.0	0.00	22.9	9.7	9.7	0.65	17.5	7.4	7.4
4051	21	9.24	9.29	24.6	7.9	7.9	13.70	16.5	8.0	5.3	15.01	19.1	8.8	7.1	17.14	17.6	10.0	6.6	18.35	17.2	10.7	5.5	17.27	22.5	10.1	9.0	13.75	22.9	9.7	9.7	16.75	17.5	9.8	7.4
4052	12	5.28	1.66	24.6	7.9	7.9	4.66	16.5	5.3	5.3	4.91	19.1	7.1	7.1	6.24	17.6	6.6	6.6	7.24	13.0	5.5	5.5	6.48	22.5	9.0	9.0	3.33	22.9	9.7	9.7	5.56	17.5	7.4	7.4
4053	10	4.40	0.45	24.6	7.9	7.9	2.92	16.5	5.3	5.3	3.01	19.1	7.1	7.1	3.95	17.6	6.6	6.6	4.86	13.0	5.5	5.5	4.30	22.5	9.0	9.0	1.49	22.9	9.7	9.7	3.42	17.5	7.4	7.4
4054	34	14.96	22.25	24.6	13.0	7.9	27.98	26.2	16.4	5.3	30.87	28.9	18.1	7.1	34.11	31.9	19.9	6.6	35.40	33.1	20.7	5.5	34.00	31.8	19.9	9.0	30.51	28.5	17.8	9.7	34.24	32.0	20.0	7.4
4055	18	7.92	6.55	24.6	7.9	7.9	10.62	16.5	6.2	5.3	11.61	19.1	7.1	7.1	13.42	17.6	7.8	6.6	14.50	13.6	8.5	5.5	13.63	22.5	9.0	9.0	10.02	22.9	9.7	9.7	12.95	17.5	7.6	7.4
4056	32	14.08	20.18	24.6	11.8	7.9	25.76	24.1	15.1	5.3	28.40	26.6	16.6	7.1	31.46	29.4	18.4	6.6	32.76	30.7	19.2	5.5	31.35	29.3	18.3	9.0	27.80	26.0	16.3	9.7	31.50	29.5	18.4	7.4
4057	24	10.56	12.23	24.6	7.9	7.9	16.89	16.5	9.9	5.3	18.55	19.1	10.9	7.1	21.03	19.7	12.3	6.6	22.23	20.8	13.0	5.5	20.92	22.5	12.2	9.0	17.48	22.9	10.2	9.7	20.65	19.3	12.1	7.4
4058	25	11.00	13.21	24.6	7.9	7.9	17.99	16.8	10.5	5.3	19.77	19.1	11.6	7.1	22.32	20.9	13.1	6.6	23.53	22.0	13.8	5.5	22.17	22.5	13.0	9.0	18.73	22.9	11.0	9.7	22.01	20.6	12.9	7.4
4059	46	20.24	35.05	32.8	20.5	7.9	41.43	38.8	24.2	5.3	45.92	43.0	26.9	7.1	49.97	46.8	29.2	6.6	51.37	48.1	30.0	5.5	49.92	46.7	29.2	9.0	46.87	43.9	27.4	9.7	50.86	47.6	29.7	7.4
4060	4	1.76	0.00	24.6	7.9	7.9	0.00	16.5	5.3	5.3	0.00	19.1	7.1	7.1	0.00	17.6	6.6	6.6	0.00	13.0	5.5	5.5	0.00	22.5	9.0	9.0	0.00	22.9	9.7	9.7	0.00	17.5	7.4	7.4
4061	4	1.76	0.00	24.6	7.9	7.9	0.00	16.5	5.3	5.3	0.00	19.1	7.1	7.1	0.00	17.6	6.6	6.6	0.00	13.0	5.5	5.5	0.00	22.5	9.0	9.0	0.00	22.9	9.7	9.7	0.00	17.5	7.4	7.4
4062	0	0.00	0.00	24.6	7.9	7.9	0.00	16.5	5.3	5.3	0.00	19.1	7.1	7.1	0.00	17.6	6.6	6.6	0.00	13.0	5.5	5.5	0.00	22.5	9.0	9.0	0.00	22.9	9.7	9.7	0.00	17.5	7.4	7.4
4063	10	4.40	0.45	24.6	7.9	7.9	2.92	16.5	5.3	5.3	3.01	19.1	7.1	7.1	3.95	17.6	6.6	6.6	4.86	13.0	5.5	5.5	4.30	22.5	9.0	9.0	1.49	22.9	9.7	9.7	3.42	17.5	7.4	7.4
4064	34	14.96	22.25	24.6	13.0	7.9	27.98	26.2	16.4	5.3	30.87	28.9	18.1	7.1	34.11	31.9	19.9	6.6	35.40	33.1	20.7	5.5	34.00	31.8	19.9	9.0	30.51	28.5	17.8	9.7	34.24	32.0	20.0	7.4
4065	19	8.36	7.46	24.6	7.9	7.9	11.63	16.5	6.8	5.3	12.74	19.1	7.5	7.1	14.66	17.6	8.6	6.6	15.76	14.7	9.2	5.5	14.84	22.5	9.0	9.0	11.26	22.9	9.7	9.7	14.20	17.5	8.3	7.4
4066	44	19.36	32.89	30.8	19.2	7.9	39.16	36.6	22.9	5.3	43.40	40.6	25.4	7.1	47.33	44.3	27.7	6.6	48.67	45.5	28.5	5.5	47.27	44.2	27.6	9.0	44.10	41.3	25.8	9.7	48.09	45.0	28.1	7.4
4067	34	14.96	22.25	24.6	13.0	7.9	27.98	26.2	16.4	5.3	30.87	28.9	18.1	7.1	34.11	31.9	19.9	6.6	35.40	33.1	20.7	5.5	34.00	31.8	19.9	9.0	30.51	28.5	17.8	9.7	34.24	32.0	20.0	7.4
4068	2	0.88	0.00	24.6	7.9	7.9	0.00	16.5	5.3	5.3	0.00	19.1	7.1	7.1	0.00	17.6	6.6	6.6	0.00	13.0	5.5	5.5	0.00	22.5	9.0	9.0	0.00	22.9	9.7	9.7	0.00	17.5	7.4	7.4
4069	6	2.64	0.00	24.6	7.9	7.9	0.06	16.5	5.3	5.3	0.00	19.1	7.1	7.1	0.20	17.6	6.6	6.6	0.89	13.0	5.5	5.5	0.63	22.5	9.0	9.0	0.00	22.9	9.7	9.7	0.02	17.5	7.4	7.4
4070	4	1.76	0.00	24.6	7.9	7.9	0.00	16.5	5.3	5.3	0.00	19.1	7.1	7.1	0.00	17.6	6.6	6.6	0.00	13.0	5.5	5.5	0.00	22.5	9.0	9.0	0.00	22.9	9.7	9.7	0.00	17.5	7.4	7.4
4071	95	41.80	89.14	50.0	50.0	7.9	98.03	50.0	50.0	5.3	108.60	50.0	50.0	7.1	115.95	50.0	50.0	6.6	117.47	50.0	50.0	5.5	117.00	50.0	50.0	9.0	115.40	50.0	50.0	9.7	119.87	50.0	50.0	7.4
4072	28	12.32	16.18	24.6	9.5	7.9	21.32	19.9	12.5	5.3	23.47	22.0	13.7	7.1	26.21	24.5	15.3	6.6	27.47	25.7	16.1	5.5	26.04	24.4	15.2	9.0	22.57	22.9	13.2	9.7	26.08	24.4	15.2	7.4
4073	22	9.68	10.25	24.6	7.9	7.9	14.77	16.5	8.6	5.3	16.19	19.1	9.5	7.1	18.44	17.6	10.8	6.6	19.64	18.4	11.5	5.5	18.49	22.5	10.8	9.0	14.99	22.9	9.7	9.7	18.05	17.5	10.6	7.4
4074	7	3.08	0.00	24.6	7.9	7.9	0.61	16.5	5.3	5.3	0.54	19.1	7.1	7.1	0.96	17.6	6.6	6.6	1.76	13.0	5.5	5.5	1.42	22.5	9.0	9.0	0.00	22.9	9.7	9.7	0.65	17.5	7.4	7.4
4075	17	7.48	5.71	24.6	7.9	7.9	9.60	16.5	5.6	5.3	10.48	19.1	7.1	7.1	12.18	17.6	7.1	6.6	13.26	13.0	7.8	5.5	12.41	22.5	9.0	9.0	8.78	22.9	9.7	9.7	11.71	17.5	7.4	7.4
4076	18	7.92	6.55	24.6	7.9	7.9	10.62	16.5	6.2	5.3	11.61	19.1	7.1	7.1	13.42	17.6	7.8	6.6	14.50	13.6	8.5	5.5	13.63	22.5	9.0	9.0	10.02	22.9	9.7	9.7	12.95	17.5	7.6	7.4
4077	27	11.88	15.19	24.6	8.9	7.9	20.21	18.9	11.8	5.3	22.24	20.8	13.0	7.1	24.91	23.3	14.6	6.6	26.15	24.5	15.3	5.5	24.72	23.1	14.5	9.0	21.27	22.9	12.4	9.7	24.72	23.1	14.5	7.4
4078	15	6.60	4.04	24.6	7.9	7.9	7.56	16.5	5.3	5.3	8.22	19.1	7.1	7.1	9.80	17.6	6.6	6.6	10.80	13.0	6.3	5.5	9.98	22.5	9.0	9.0	6.47	22.9	9.7	9.7	9.22	17.5	7.4	7.4
4079	25	11.00	13.21	24.6	7.9	7.9	17.99	16.8	10.5	5.3	19.77	19.1	11.6	7.1	22.32	20.9	13.1	6.6	23.53	22.0	13.8	5.5	22.17	22.5	13.0	9.0	18.73	22.9	11.0	9.7	22.01	20.6	12.9	7.4
4080	32	14.08	20.18	24.6	11.8	7.9	25.76	24.1	15.1	5.3	28.40	26.6	16.6	7.1	31.46	29.4	18.4	6.6	32.76	30.7	19.2	5.5	31.35	29.3	18.3	9.0	27.80	26.0	16.3	9.7	31.50	29.5	18.4	7.4
4081	25	11.00	13.21	24.6	7.9	7.9	17.99	16.8	10.5	5.3	19.77	19.1	11.6	7.1	22.32	20.9	13.1	6.6	23.53	22.0	13.8	5.5	22.17	22.5	13.0	9.0	18.73	22.9	11.0	9.7	22.01	20.6	12.9	7.4
4082	15	6.60	4.04	24.6	7.9	7.9	7.56	16.5	5.3	5.3	8.22	19.1	7.1	7.1	9.80	17.6	6.6	6.6	10.80	13.0	6.3	5.5	9.98	22.5	9.0	9.0	6.47	22.9	9.7	9.7	9.22	17.5	7.4	7.4
4083	65	28.60	55.62	50.0	32.5	7.9	63.34	50.0	37.0	5.3	70.05	50.0	41.0	7.1	75.48	50.0	44.1	6.6	77.00	50.0	45.0	5.5	75.56	50.0	44.2	9.0	73.18	50.0	42.8	9.7	77.48	50.0	45.3	7.4
4084	12	5.28	1.66	24.6	7.9	7.9	4.66	16.5	5.3	5.3	4.91	19.1	7.1	7.1	6.24	17.6	6.6	6.6	7.24	13.0	5.5	5.5	6.48	22.5	9.0	9.0	3.33	22.9	9.7	9.7	5.56	17.5	7.4	7.4
4085	170	74.80	173.48	50.0	50.0	7.9	184.75	50.0	50.0	5.3	204.96	50.0	50.0	7.1	217.13	50.0	50.0	6.6	218.65	50.0	50.0	5.5	220.62	50.0	50.0	9.0	221.40	50.0	50.0	9.7	225.87	50.0	50.0	7.4
4087	24	10.56	12.23	24.6	7.9	7.9	16.89	16.5	9.9	5.3	18.55	19.1	10.9	7.1	21.03	19.7	12.3	6.6	22.23	20.8	13.0	5.5	20.92	22.5	12.2	9.0	17.48	22.9	10.2	9.7	20.65	19.3	12.1	7.4
4088	0	0.00	0.00	24.6	7.9	7.9	0.00	16.5	5.3	5.3	0.00	19.1	7.1	7.1	0.00	17.6	6.6	6.6	0.00	13.0	5.5	5.5	0.00	22.5	9.0	9.0	0.00	22.9	9.7	9.7	0.00	17.5	7.4	7.4
4089	23	10.12	11.24	24.6	7.9	7.9	15.83	16.5	9.3	5.3	17.37	19.1	10.2	7.1	19.73	18.5	11.5	6.6	20.94	19.6	12.2	5.5	19.71	22.5	11.5	9.0	16.24	22.9	9.7	9.7	19.35	18.1	11.3	7.4
4090	7	3.08	0.00	24.6	7.9	7.9	0.61	16.5	5.3	5.3	0.54	19.1	7.1	7.1	0.96	17.6	6.6	6.6	1.76	13.0	5.5	5.5	1.42	22.5	9.0	9.0	0.00	22.9	9.7	9.7	0.65	17.5	7.4	7.4
4091	36	15.84	24.31	24.6	14.2	7.9	30.20	28.3	17.7	5.3	33.34	31.2	19.5	7.1	36.75	34.4	21.5	6.6	38.05	35.6	22.3	5.5	36.66	34.3	21.4	9.0	33.22	31.1	19.4	9.7	37.01	34.6	21.6	7.4
4092	2	0.88	0.00	24.6	7.9	7.9	0.00	16.5	5.3	5.3	0.00	19.1	7.1	7.1	0.00	17.6	6.6	6.6	0.00	13.0	5.5	5.5	0.00	22.5	9.0	9.0	0.00	22.9	9.7	9.7	0.00	17.5	7.4	7.4
4093	28	12.32	16.18	24.6	9.5	7.9	21.32	19.9	12.5	5.3	23.47	22.0	13.7	7.1	26.21	24.5	15.3	6.6	27.47	25.7	16.1	5.5	26.04	24.4	15.2	9.0	22.57	22.9	13.2	9.7	26.08	24.4	15.2	7.4
4094	47	20.68	36.13	33.8	21.1	7.9	42.56	39.8	24.9	5.3	47.18	44.1	27.6	7.1	51.29	48.0	30.0	6.6	52.72	49.3	30.8	5.5	51.25	47.9	30.0	9.0	48.25	45.1	28.2	9.7	52.25	48.9	30.6	7.4
4095	41	18.04	29.65	27.7	17.3	7.9	35.76	33.5	20.9	5.3	39.62	37.1	23.2	7.1	43.36	40.6	25.4	6.6	44.66	41.8	26.1	5.5	43.29	40.5	25.3	9.0	40.01	37.4	23.4	9.7	43.94	41.1	25.7	7.4
4096	48	21.12	37.21	34.8	21.8	7.9	43.69	40.9	25.6	5.3	48.44	45.3	28.3	7.1	52.61	49.2	30.8	6.6	54.07	50.0	31.6	5.5	52.57	49.2	30.7	9.0	49.64	46.4	29.0	9.7	53.63	50.0	31.4	7.4
4097	6	2.64	0.00	24.6	7.9	7.9	0.06	16.5	5.3	5.3	0.00	19.1	7.1	7.1	0.20	17.6	6.6	6.6	0.89	13.0	5.5	5.5	0.63	22.5	9.0	9.0	0.00	22.9	9.7	9.7	0.02	17.5	7.4	7.4
4098	15	6.60	4.04	24.6	7.9	7.9	7.56	16.5	5.3	5.3	8.22	19.1	7.1	7.1	9.80	17.6	6.6	6.6	10.80	13.0	6.3	5.5	9.98	22.5	9.0	9.0	6.47	22.9	9.7	9.7	9.22	17.5	7.4	7.4
4099	447	196.68	485.01	50.0	50.0	7.9	505.05	50.0	50.0	5.3	560.85	50.0	50.0	7.1	590.81	50.0	50.0	6.6	592.33	50.0	50.0	5.5	603.33	50.0	50.0	9.0	612.88	50.0	50.0	9.7	617.35	50.0	50.0	7.4
4100	36	15.84	24.31	24.6	14.2	7.9	30.20	28.3	17.7	5.3	33.34	31.2	19.5	7.1	36.75	34.4	21.5	6.6	38.05	35.6	22.3	5.5	36.66	34.3	21.4	9.0	33.22	31.1	19.4	9.7	37.01	34.6	21.6	7.4
4101	19	8.36	7.46	24.6	7.9	7.9	11.63	16.5	6.8	5.3	12.74	19.1	7.5	7.1	14.66	17.6	8.6	6.6	15.76	14.7	9.2	5.5	14.84	22.5	9.0	9.0	11.26	22.9	9.7	9.7	14.20	17.5	8.3	7.4
4102	40	17.60	28.57	26.7	16.7	7.9	34.64	32.4	20.3	5.3	38.36	35.9	22.4	7.1	42.04	39.3	24.6	6.6	43.34	40.5	25.3	5.5	41.96	39.3	24.5	9.0	38.65	36.2	22.6	9.7	42.55	39.8	24.9	7.4
4103	34	14.96	22.25	24.6	13.0	7.9	27.98	26.2	16.4	5.3	30.87	28.9	18.1	7.1	34.11	31.9	19.9	6.6	35.40	33.1	20.7	5.5	34.00	31.8	19.9	9.0	30.51	28.5	17.8	9.7	34.24	32.0	20.0	7.4
4104	8	3.52	0.00	24.6	7.9	7.9	1.24	16.5	5.3	5.3	1.23	19.1	7.1	7.1	1.90	17.6	6.6	6.6	2.76	13.0	5.5	5.5	2.30	22.5	9.0	9.0	0.08	22.9	9.7	9.7	1.42	17.5	7.4	7.4
4105	0	0.00	0.00	24.6	7.9	7.9	0.00	16.5	5.3	5.3	0.00	19.1	7.1	7.1	0.00	17.6	6.6	6.6	0.00	13.0	5.5	5.5	0.00	22.5	9.0	9.0	0.00	22.9	9.7	9.7	0.00	17.5	7.4	7.4
4106	111	48.84	107.13	50.0	50.0	7.9	116.53	50.0	50.0	5.3	129.15	50.0	50.0	7.1	137.54	50.0	50.0	6.6	139.06	50.0	50.0	5.5	139.11	50.0	50.0	9.0	138.01	50.0	50.0	9.7	142.49	50.0	50.0	7.4
4107	0	0.00	0.00	24.6	7.9	7.9	0.00	16.5	5.3	5.3	0.00	19.1	7.1	7.1	0.00	17.6	6.6	6.6	0.00	13.0	5.5	5.5	0.00	22.5	9.0	9.0	0.00	22.9	9.7	9.7	0.00	17.5	7.4	7.4
4108	35	15.40	23.28	24.6	13.6	7.9	29.09	27.2	17.0	5.3	32.11	30.0	18.8	7.1	35.43	33.1	20.7	6.6	36.73	34.4	21.5	5.5	35.33	33.1	20.7	9.0	31.87	29.8	18.6	9.7	35.63	33.3	20.8	7.4
4109	14	6.16	3.21	24.6	7.9	7.9	6.55	16.5	5.3	5.3	7.09	19.1	7.1	7.1	8.61	17.6	6.6	6.6	9.61	13.0	5.6	5.5	8.76	22.5	9.0	9.0	5.42	22.9	9.7	9.7	7.98	17.5	7.4	7.4
4110	2	0.88	0.00	24.6	7.9	7.9	0.00	16.5	5.3	5.3	0.00	19.1	7.1	7.1	0.00	17.6	6.6	6.6	0.00	13.0	5.5	5.5	0.00	22.5	9.0	9.0	0.00	22.9	9.7	9.7	0.00	17.5	7.4	7.4
4111	4	1.76	0.00	24.6	7.9	7.9	0.00	16.5	5.3	5.3	0.00	19.1	7.1	7.1	0.00	17.6	6.6	6.6	0.00	13.0	5.5	5.5	0.00	22.5	9.0	9.0	0.00	22.9	9.7	9.7	0.00	17.5	7.4	7.4
4112	0	0.00	0.00	24.6	7.9	7.9	0.00	16.5	5.3	5.3	0.00	19.1	7.1	7.1	0.00	17.6	6.6	6.6	0.00	13.0	5.5	5.5	0.00	22.5	9.0	9.0	0.00	22.9	9.7	9.7	0.00	17.5	7.4	7.4
4113	8	3.52	0.00	24.6	7.9	7.9	1.24	16.5	5.3	5.3	1.23	19.1	7.1	7.1	1.90	17.6	6.6	6.6	2.76	13.0	5.5	5.5	2.30	22.5	9.0	9.0	0.08	22.9	9.7	9.7	1.42	17.5	7.4	7.4
4115	20	8.80	8.37	24.6	7.9	7.9	12.65	16.5	7.4	5.3	13.88	19.1	8.1	7.1	15.90	17.6	9.3	6.6	17.05	16.0	10.0	5.5	16.06	22.5	9.4	9.0	12.51	22.9	9.7	9.7	15.45	17.5	9.0	7.4
4116	25	11.00	13.21	24.6	7.9	7.9	17.99	16.8	10.5	5.3	19.77	19.1	11.6	7.1	22.32	20.9	13.1	6.6	23.53	22.0	13.8	5.5	22.17	22.5	13.0	9.0	18.73	22.9	11.0	9.7	22.01	20.6	12.9	7.4
4117	36	15.84	24.31	24.6	14.2	7.9	30.20	28.3	17.7	5.3	33.34	31.2	19.5	7.1	36.75	34.4	21.5	6.6	38.05	35.6	22.3	5.5	36.66	34.3	21.4	9.0	33.22	31.1	19.4	9.7	37.01	34.6	21.6	7.4
4118	21	9.24	9.29	24.6	7.9	7.9	13.70	16.5	8.0	5.3	15.01	19.1	8.8	7.1	17.14	17.6	10.0	6.6	18.35	17.2	10.7	5.5	17.27	22.5	10.1	9.0	13.75	22.9	9.7	9.7	16.75	17.5	9.8	7.4
4119	0	0.00	0.00	24.6	7.9	7.9	0.00	16.5	5.3	5.3	0.00	19.1	7.1	7.1	0.00	17.6	6.6	6.6	0.00	13.0	5.5	5.5	0.00	22.5	9.0	9.0	0.00	22.9	9.7	9.7	0.00	17.5	7.4	7.4
4120	0	0.00	0.00	24.6	7.9	7.9	0.00	16.5	5.3	5.3	0.00	19.1	7.1	7.1	0.00	17.6	6.6	6.6	0.00	13.0	5.5	5.5	0.00	22.5	9.0	9.0	0.00	22.9	9.7	9.7	0.00	17.5	7.4	7.4
4121	67	29.48	57.82	50.0	33.8	7.9	65.65	50.0	38.4	5.3	72.62	50.0	42.5	7.1	78.18	50.0	45.7	6.6	79.70	50.0	46.6	5.5	78.32	50.0	45.8	9.0	75.95	50.0	44.4	9.7	80.30	50.0	47.0	7.4
4122	92	40.48	85.76	50.0	50.0	7.9	94.56	50.0	50.0	5.3	104.74	50.0	50.0	7.1	111.90	50.0	50.0	6.6	113.42	50.0	50.0	5.5	112.86	50.0	50.0	9.0	111.16	50.0	50.0	9.7	115.64	50.0	50.0	7.4
4123	2	0.88	0.00	24.6	7.9	7.9	0.00	16.5	5.3	5.3	0.00	19.1	7.1	7.1	0.00	17.6	6.6	6.6	0.00	13.0	5.5	5.5	0.00	22.5	9.0	9.0	0.00	22.9	9.7	9.7	0.00	17.5	7.4	7.4
4124	17	7.48	5.71	24.6	7.9	7.9	9.60	16.5	5.6	5.3	10.48	19.1	7.1	7.1	12.18	17.6	7.1	6.6	13.26	13.0	7.8	5.5	12.41	22.5	9.0	9.0	8.78	22.9	9.7	9.7	11.71	17.5	7.4	7.4
4125	25	11.00	13.21	24.6	7.9	7.9	17.99	16.8	10.5	5.3	19.77	19.1	11.6	7.1	22.32	20.9	13.1	6.6	23.53	22.0	13.8	5.5	22.17	22.5	13.0	9.0	18.73	22.9	11.0	9.7	22.01	20.6	12.9	7.4
4126	13	5.72	2.38	24.6	7.9	7.9	5.60	16.5	5.3	5.3	5.96	19.1	7.1	7.1	7.43	17.6	6.6	6.6	8.42	13.0	5.5	5.5	7.60	22.5	9.0	9.0	4.37	22.9	9.7	9.7	6.73	17.5	7.4	7.4
4127	10	4.40	0.45	24.6	7.9	7.9	2.92	16.5	5.3	5.3	3.01	19.1	7.1	7.1	3.95	17.6	6.6	6.6	4.86	13.0	5.5	5.5	4.30	22.5	9.0	9.0	1.49	22.9	9.7	9.7	3.42	17.5	7.4	7.4
4128	12	5.28	1.66	24.6	7.9	7.9	4.66	16.5	5.3	5.3	4.91	19.1	7.1	7.1	6.24	17.6	6.6	6.6	7.24	13.0	5.5	5.5	6.48	22.5	9.0	9.0	3.33	22.9	9.7	9.7	5.56	17.5	7.4	7.4
4129	38	16.72	26.41	24.7	15.4	7.9	32.42	30.3	19.0	5.3	35.84	33.5	21.0	7.1	39.39	36.9	23.0	6.6	40.69	38.1	23.8	5.5	39.31	36.8	23.0	9.0	35.94	33.6	21.0	9.7	39.78	37.2	23.3	7.4
4130	27	11.88	15.19	24.6	8.9	7.9	20.21	18.9	11.8	5.3	22.24	20.8	13.0	7.1	24.91	23.3	14.6	6.6	26.15	24.5	15.3	5.5	24.72	23.1	14.5	9.0	21.27	22.9	12.4	9.7	24.72	23.1	14.5	7.4
4131	4	1.76	0.00	24.6	7.9	7.9	0.00	16.5	5.3	5.3	0.00	19.1	7.1	7.1	0.00	17.6	6.6	6.6	0.00	13.0	5.5	5.5	0.00	22.5	9.0	9.0	0.00	22.9	9.7	9.7	0.00	17.5	7.4	7.4
4132	15	6.60	4.04	24.6	7.9	7.9	7.56	16.5	5.3	5.3	8.22	19.1	7.1	7.1	9.80	17.6	6.6	6.6	10.80	13.0	6.3	5.5	9.98	22.5	9.0	9.0	6.47	22.9	9.7	9.7	9.22	17.5	7.4	7.4
4133	24	10.56	12.23	24.6	7.9	7.9	16.89	16.5	9.9	5.3	18.55	19.1	10.9	7.1	21.03	19.7	12.3	6.6	22.23	20.8	13.0	5.5	20.92	22.5	12.2	9.0	17.48	22.9	10.2	9.7	20.65	19.3	12.1	7.4
4134	30	13.20	18.16	24.6	10.6	7.9	23.54	22.0	13.8	5.3	25.94	24.3	15.2	7.1	28.82	27.0	16.9	6.6	30.12	28.2	17.6	5.5	28.70	26.9	16.8	9.0	25.17	23.6	14.7	9.7	28.79	26.9	16.8	7.4
4135	21	9.24	9.29	24.6	7.9	7.9	13.70	16.5	8.0	5.3	15.01	19.1	8.8	7.1	17.14	17.6	10.0	6.6	18.35	17.2	10.7	5.5	17.27	22.5	10.1	9.0	13.75	22.9	9.7	9.7	16.75	17.5	9.8	7.4
4136	23	10.12	11.24	24.6	7.9	7.9	15.83	16.5	9.3	5.3	17.37	19.1	10.2	7.1	19.73	18.5	11.5	6.6	20.94	19.6	12.2	5.5	19.71	22.5	11.5	9.0	16.24	22.9	9.7	9.7	19.35	18.1	11.3	7.4
4137	37	16.28	25.35	24.6	14.8	7.9	31.31	29.3	18.3	5.3	34.59	32.4	20.2	7.1	38.07	35.6	22.3	6.6	39.37	36.8	23.0	5.5	37.98	35.5	22.2	9.0	34.58	32.4	20.2	9.7	38.40	35.9	22.5	7.4
4138	13	5.72	2.38	24.6	7.9	7.9	5.60	16.5	5.3	5.3	5.96	19.1	7.1	7.1	7.43	17.6	6.6	6.6	8.42	13.0	5.5	5.5	7.60	22.5	9.0	9.0	4.37	22.9	9.7	9.7	6.73	17.5	7.4	7.4
4139	15	6.60	4.04	24.6	7.9	7.9	7.56	16.5	5.3	5.3	8.22	19.1	7.1	7.1	9.80	17.6	6.6	6.6	10.80	13.0	6.3	5.5	9.98	22.5	9.0	9.0	6.47	22.9	9.7	9.7	9.22	17.5	7.4	7.4
4140	11	4.84	1.05	24.6	7.9	7.9	3.78	16.5	5.3	5.3	3.96	19.1	7.1	7.1	5.05	17.6	6.6	6.6	6.05	13.0	5.5	5.5	5.36	22.5	9.0	9.0	2.31	22.9	9.7	9.7	4.47	17.5	7.4	7.4
4141	6	2.64	0.00	24.6	7.9	7.9	0.06	16.5	5.3	5.3	0.00	19.1	7.1	7.1	0.20	17.6	6.6	6.6	0.89	13.0	5.5	5.5	0.63	22.5	9.0	9.0	0.00	22.9	9.7	9.7	0.02	17.5	7.4	7.4
4142	25	11.00	13.21	24.6	7.9	7.9	17.99	16.8	10.5	5.3	19.77	19.1	11.6	7.1	22.32	20.9	13.1	6.6	23.53	22.0	13.8	5.5	22.17	22.5	13.0	9.0	18.73	22.9	11.0	9.7	22.01	20.6	12.9	7.4
